County,Value,Rank, FIPS 
"Roseau County, Minnesota","65,651",740,27135
"Yellowstone County, Montana","65,656",739,30111
"Cache County, Utah","65,670",738,49005
"Pender County, North Carolina","65,681",737,37141
"Stevens County, Minnesota","65,750",736,27149
"Greene County, Georgia","65,759",735,13133
"Defiance County, Ohio","65,779",734,39039
"Orange County, Florida","65,784",733,12095
"Harris County, Texas","65,788",732,48201
"Providence County, Rhode Island","65,797",731,44007
"Buffalo County, Nebraska","65,810",730,31019
"Louisa County, Iowa","65,867",729,19115
"Washington County, Texas","65,913",728,48477
"Tipton County, Indiana","65,983",727,18159
"Franklin County, Ohio","65,999",726,39049
"Moody County, South Dakota","66,000",725,46101
"Onondaga County, New York","66,012",724,36067
"Lamoille County, Vermont","66,016",723,50015
"Johnston County, North Carolina","66,026",722,37101
"Meade County, Kansas","66,042",721,20119
"Davidson County, Tennessee","66,047",720,47037
"Clark County, Illinois","66,067",719,17023
"Lexington City, Virginia","66,114",718,51678
"Sangamon County, Illinois","66,149",717,17167
"Loudon County, Tennessee","66,151",716,47105
"Lebanon County, Pennsylvania","66,164",715,42075
"Turner County, South Dakota","66,199",714,46125
"Ward County, Texas","66,216",713,48475
"Lipscomb County, Texas","66,250",712,48295
"Miami County, Ohio","66,284",711,39109
"Millard County, Utah","66,304",710,49027
"Monroe County, New York","66,317",709,36055
"Mason County, Washington","66,325",708,53045
"Hyde County, South Dakota","66,328",707,46069
"Franklin County, Pennsylvania","66,329",706,42055
"Wood County, Ohio","66,337",704,39173
"York County, Nebraska","66,337",704,31185
"Maury County, Tennessee","66,353",703,47119
"Fond du Lac County, Wisconsin","66,390",702,55039
"Dodge County, Wisconsin","66,403",701,55027
"Fillmore County, Nebraska","66,410",700,31059
"Duchesne County, Utah","66,463",699,49013
"Salem City, Virginia","66,472",698,51775
"Atlantic County, New Jersey","66,473",697,34001
"Dauphin County, Pennsylvania","66,480",696,42043
"Lewis and Clark County, Montana","66,486",694,30049
"Polk County, Nebraska","66,486",694,31143
"Minnehaha County, South Dakota","66,502",692,46099
"Waseca County, Minnesota","66,502",692,27161
"Lampasas County, Texas","66,506",691,48281
"Cumberland County, Illinois","66,530",690,17035
"Shelby County, Ohio","66,536",689,39149
"Alfalfa County, Oklahoma","66,552",688,40003
"Wabaunsee County, Kansas","66,589",687,20197
"Fayette County, Texas","66,624",686,48149
"Allegheny County, Pennsylvania","66,659",685,42003
"Madera County, California","66,709",684,06039
"Storey County, Nevada","66,713",683,32029
"Douglas County, South Dakota","66,750",682,46043
"Kosciusko County, Indiana","66,764",681,18085
"Marion County, Iowa","66,822",680,19125
"Iredell County, North Carolina","66,824",679,37097
"Lake County, Minnesota","66,828",678,27075
"Tuolumne County, California","66,846",677,06109
"Madison County, Illinois","66,882",676,17119
"Washington County, Iowa","66,908",675,19183
"Durham County, North Carolina","67,000",674,37063
"Sutter County, California","67,003",673,06101
"Washington County, Illinois","67,030",672,17189
"Pope County, Minnesota","67,040",671,27121
"Yankton County, South Dakota","67,052",670,46135
"McLeod County, Minnesota","67,067",669,27085
"Cleveland County, Oklahoma","67,068",668,40027
"Archer County, Texas","67,083",667,48009
"Osage County, Missouri","67,088",666,29151
"Meeker County, Minnesota","67,099",665,27093
"Chickasaw County, Iowa","67,146",664,19037
"Monroe County, Georgia","67,154",663,13207
"Medina County, Texas","67,180",662,48325
"Fillmore County, Minnesota","67,195",661,27045
"Racine County, Wisconsin","67,224",660,55101
"Ouray County, Colorado","67,228",659,08091
"Lake County, South Dakota","67,297",658,46079
"Moultrie County, Illinois","67,309",657,17139
"Washington County, Maryland","67,349",656,24043
"Okaloosa County, Florida","67,390",655,12091
"Rich County, Utah","67,396",654,49033
"Lancaster County, South Carolina","67,407",653,45057
"Sibley County, Minnesota","67,412",652,27143
"Johnson County, Iowa","67,414",651,19103
"Putnam County, Illinois","67,419",650,17155
"Moore County, North Carolina","67,440",649,37125
"Sargent County, North Dakota","67,467",648,38081
"Ransom County, North Dakota","67,480",647,38073
"Rockingham County, Virginia","67,484",646,51165
"Box Elder County, Utah","67,486",645,49003
"Valley County, Idaho","67,528",644,16085
"Ogle County, Illinois","67,534",643,17141
"Hall County, Georgia","67,571",642,13139
"Elmore County, Alabama","67,597",640,01051
"Robertson County, Tennessee","67,597",640,47147
"Slope County, North Dakota","67,614",639,38087
"Guthrie County, Iowa","67,625",638,19077
"Midland County, Michigan","67,642",637,26111
"Ray County, Missouri","67,643",636,29177
"Scott County, Iowa","67,675",635,19163
"Sauk County, Wisconsin","67,702",634,55111
"Nelson County, Virginia","67,707",633,51125
"Whitley County, Indiana","67,716",632,18183
"Greenlee County, Arizona","67,723",631,04011
"Gaines County, Texas","67,728",630,48165
"Douglas County, Georgia","67,731",629,13097
"Brown County, Indiana","67,737",628,18013
"Kings County, New York","67,753",627,36047
"Eddy County, New Mexico","67,759",626,35015
"Kandiyohi County, Minnesota","67,798",625,27067
"Crane County, Texas","67,804",624,48103
"Essex County, New Jersey","67,826",623,34013
"Macomb County, Michigan","67,828",622,26099
"Crook County, Wyoming","67,835",621,56011
"Polk County, Wisconsin","67,878",620,55095
"Bullitt County, Kentucky","67,892",619,21029
"Salem County, New Jersey","67,898",618,34033
"Winkler County, Texas","67,904",617,48495
"Orange County, Vermont","67,906",616,50017
"Marathon County, Wisconsin","67,940",615,55073
"Harrison County, Iowa","67,950",614,19085
"Clay County, Minnesota","67,984",613,27027
"Monroe County, Michigan","68,006",612,26115
"Dorchester County, South Carolina","68,046",611,45035
"Oldham County, Texas","68,077",610,48359
"Bottineau County, North Dakota","68,095",609,38009
"Berkeley County, West Virginia","68,101",608,54003
"Walton County, Florida","68,111",607,12131
"Warren County, Indiana","68,136",606,18171
"Dubuque County, Iowa","68,198",605,19061
"Stearns County, Minnesota","68,212",604,27145
"Meade County, South Dakota","68,242",603,46093
"Eureka County, Nevada","68,307",602,32011
"Warren County, Missouri","68,350",601,29219
"Barrow County, Georgia","68,365",600,13013
"Stanislaus County, California","68,368",599,06099
"Hawaii County, Hawaii","68,399",598,15001
"Austin County, Texas","68,400",597,48015
"Oconto County, Wisconsin","68,426",596,55083
"Franklin County, Vermont","68,476",595,50011
"Borden County, Texas","68,500",594,48033
"Kenton County, Kentucky","68,503",593,21117
"Camden County, North Carolina","68,560",592,37029
"San Juan County, Washington","68,577",591,53055
"Carlton County, Minnesota","68,579",590,27017
"Saline County, Arkansas","68,605",589,05125
"Kearney County, Nebraska","68,606",588,31099
"Southeast Fairbanks Census Area, Alaska","68,634",587,02240
"Rock County, Minnesota","68,638",586,27133
"Northwest Arctic Borough, Alaska","68,654",585,02188
"Teller County, Colorado","68,677",584,08119
"Mercer County, Ohio","68,692",583,39107
"Cass County, North Dakota","68,718",582,38017
"Benton County, Oregon","68,732",581,41003
"Custer County, South Dakota","68,736",580,46033
"Putnam County, West Virginia","68,740",579,54079
"Orange County, Texas","68,756",578,48361
"Warren County, New York","68,765",577,36113
"Barry County, Michigan","68,779",576,26015
"Washington County, Pennsylvania","68,787",575,42125
"Brown County, Wisconsin","68,799",574,55009
"Tazewell County, Illinois","68,860",573,17179
"Palm Beach County, Florida","68,874",572,12099
"Benzie County, Michigan","68,875",571,26019
"Sussex County, Delaware","68,886",570,10005
"Wagoner County, Oklahoma","68,906",569,40145
"Dinwiddie County, Virginia","68,918",568,51053
"Grady County, Oklahoma","68,925",567,40051
"Sandoval County, New Mexico","68,947",566,35043
"Sheridan County, Kansas","68,952",565,20179
"Douglas County, Washington","68,979",564,53017
"Cheyenne County, Colorado","69,063",563,08017
"Douglas County, Minnesota","69,069",562,27041
"Augusta County, Virginia","69,082",561,51015
"Jefferson County, Idaho","69,097",560,16051
"Lyon County, Iowa","69,113",559,19119
"Cheatham County, Tennessee","69,132",558,47021
"Lapeer County, Michigan","69,194",556,26087
"Martin County, Texas","69,194",556,48317
"Christian County, Missouri","69,212",555,29043
"Marshall County, South Dakota","69,236",554,46091
"Murray County, Minnesota","69,250",553,27101
"Berks County, Pennsylvania","69,272",552,42011
"Auglaize County, Ohio","69,315",551,39011
"Delaware County, Iowa","69,319",550,19055
"Rogers County, Oklahoma","69,322",549,40131
"Posey County, Indiana","69,323",548,18129
"Grand County, Colorado","69,353",547,08049
"Cheshire County, New Hampshire","69,360",546,33005
"Walworth County, Wisconsin","69,382",545,55127
"Grand Traverse County, Michigan","69,393",544,26055
"DeKalb County, Georgia","69,423",543,13089
"Franklin County, Indiana","69,440",541,18047
"Lehigh County, Pennsylvania","69,440",541,42077
"Holmes County, Ohio","69,454",540,39075
"Cedar County, Nebraska","69,490",538,31027
"Sarasota County, Florida","69,490",538,12115
"Dare County, North Carolina","69,500",537,37055
"Jasper County, Indiana","69,632",536,18073
"Fayette County, Tennessee","69,729",535,47047
"Edmunds County, South Dakota","69,732",534,46045
"Martin County, Florida","69,769",533,12085
"Kent County, Michigan","69,786",532,26081
"Thomas County, Kansas","69,844",531,20193
"Floyd County, Indiana","69,858",530,18043
"Gosper County, Nebraska","69,886",529,31073
"Schenectady County, New York","69,891",528,36093
"Monroe County, Iowa","69,929",527,19135
"Amador County, California","69,955",526,06005
"Clay County, Texas","69,967",525,48077
"Plaquemines Parish, Louisiana","69,970",524,22075
"Whatcom County, Washington","70,011",523,53073
"Otoe County, Nebraska","70,072",522,31131
"Kenosha County, Wisconsin","70,073",521,55059
"Calaveras County, California","70,119",520,06009
"Washington County, Vermont","70,128",519,50023
"Lake County, Ohio","70,168",518,39085
"Polk County, Oregon","70,238",517,41053
"Green County, Wisconsin","70,267",516,55045
"Allegan County, Michigan","70,269",515,26005
"San Bernardino County, California","70,287",514,06071
"Houston County, Georgia","70,313",513,13153
"Humboldt County, Nevada","70,315",512,32013
"Gray County, Kansas","70,321",511,20069
"McLean County, Illinois","70,339",510,17113
"Linn County, Iowa","70,360",509,19113
"Stark County, North Dakota","70,364",508,38089
"Colfax County, Nebraska","70,381",507,31037
"Grant County, South Dakota","70,483",506,46051
"Randall County, Texas","70,544",505,48381
"Stanton County, Nebraska","70,583",504,31167
"Wabasha County, Minnesota","70,603",503,27157
"Kenai Peninsula Borough, Alaska","70,609",502,02122
"Douglas County, Nebraska","70,683",501,31055
"Clay County, Nebraska","70,690",500,31035
"Ontario County, New York","70,694",499,36069
"Limestone County, Alabama","70,736",498,01083
"Johnson County, Texas","70,767",497,48251
"Berkeley County, South Carolina","70,786",496,45015
"Charleston County, South Carolina","70,807",495,45019
"Deuel County, South Dakota","70,808",494,46039
"Bedford City and County, Virginia","70,870",493,51917
"Carroll County, New Hampshire","70,873",492,33003
"San Miguel County, Colorado","70,965",491,08113
"Lafayette County, Missouri","70,969",490,29107
"Louisa County, Virginia","70,974",489,51109
"Boone County, Iowa","70,984",488,19015
"St. Tammany Parish, Louisiana","70,986",487,22103
"Morgan County, Georgia","71,000",486,13211
"Buchanan County, Iowa","71,024",485,19019
"Ulster County, New York","71,040",484,36111
"Hays County, Texas","71,061",483,48209
"Armstrong County, Texas","71,136",482,48011
"Mono County, California","71,138",481,06051
"Madison County, Alabama","71,153",480,01089
"Bartholomew County, Indiana","71,183",479,18005
"Blanco County, Texas","71,201",478,48031
"Hamilton County, Nebraska","71,211",477,31081
"Renville County, North Dakota","71,218",476,38075
"Foster County, North Dakota","71,250",475,38031
"Worcester County, Maryland","71,262",474,24047
"Jefferson County, Missouri","71,285",473,29099
"Pike County, Pennsylvania","71,360",472,42103
"Billings County, North Dakota","71,375",471,38007
"Rice County, Minnesota","71,384",470,27131
"Goodhue County, Minnesota","71,414",469,27049
"Windham County, Connecticut","71,418",468,09015
"Ramsey County, Minnesota","71,494",467,27123
"Livingston Parish, Louisiana","71,547",466,22063
"Laramie County, Wyoming","71,550",465,56021
"McHenry County, North Dakota","71,612",464,38049
"Pickens County, Georgia","71,637",463,13227
"Butler County, Kansas","71,651",462,20015
"Jersey County, Illinois","71,655",461,17083
"Walton County, Georgia","71,692",460,13297
"Petersburg Census Area, Alaska","71,696",459,02195
"Jefferson County, Wisconsin","71,735",458,55055
"Blaine County, Idaho","71,749",457,16013
"Morgan County, Indiana","71,882",456,18109
"Hamlin County, South Dakota","71,923",455,46057
"McCook County, South Dakota","72,063",454,46087
"Yakutat City and Borough, Alaska","72,083",453,02282
"St. Charles Parish, Louisiana","72,088",452,22089
"Cook County, Illinois","72,121",451,17031
"Eaton County, Michigan","72,173",450,26045
"Ward County, North Dakota","72,227",449,38101
"York County, South Carolina","72,234",448,45091
"Aleutians East Borough, Alaska","72,258",447,02013
"Jefferson County, Kansas","72,270",446,20087
"Effingham County, Georgia","72,279",445,13103
"Butler County, Ohio","72,281",444,39017
"Fredericksburg City, Virginia","72,293",443,51630
"McLean County, North Dakota","72,324",442,38055
"Rankin County, Mississippi","72,326",441,28121
"Kewaunee County, Wisconsin","72,328",440,55061
"Benton County, Iowa","72,334",439,19011
"Madison County, Virginia","72,349",438,51113
"West Baton Rouge Parish, Louisiana","72,391",437,22121
"Franklin County, Washington","72,452",436,53021
"Clinton County, Illinois","72,468",435,17027
"Adams County, Pennsylvania","72,492",434,42001
"Jefferson County, Montana","72,500",433,30043
"York County, Pennsylvania","72,543",432,42133
"St. Louis County, Missouri","72,562",431,29189
"Dearborn County, Indiana","72,674",430,18029
"Monroe County, Pennsylvania","72,679",429,42089
"Outagamie County, Wisconsin","72,695",428,55087
"Leelanau County, Michigan","72,709",427,26089
"Cedar County, Iowa","72,714",426,19031
"Woodford County, Kentucky","72,765",425,21239
"Licking County, Ohio","72,771",424,39089
"Madison County, Ohio","72,811",423,39097
"Warren County, Virginia","72,840",422,51187
"Stillwater County, Montana","72,906",421,30095
"Perry County, Pennsylvania","72,922",420,42099
"Botetourt County, Virginia","72,941",418,51023
"Wakulla County, Florida","72,941",418,12129
"Maricopa County, Arizona","72,944",417,04013
"Rutherford County, Tennessee","72,985",416,47149
"Seminole County, Florida","73,002",415,12117
"Clermont County, Ohio","73,013",414,39025
"Polk County, Iowa","73,015",413,19153
"Columbia County, New York","73,065",412,36021
"Lake County, Colorado","73,099",411,08065
"Yoakum County, Texas","73,102",410,48501
"Scott County, Kentucky","73,113",408,21209
"Traill County, North Dakota","73,113",408,38097
"Putnam County, Ohio","73,122",407,39137
"Mecklenburg County, North Carolina","73,124",406,37119
"Monroe County, Florida","73,153",405,12087
"Mason County, Texas","73,186",404,48319
"Mathews County, Virginia","73,229",403,51115
"Sagadahoc County, Maine","73,343",402,23023
"Yamhill County, Oregon","73,409",401,41071
"Jackson County, Georgia","73,455",400,13157
"DeSoto County, Mississippi","73,460",399,28033
"Steele County, Minnesota","73,468",398,27147
"Henry County, Georgia","73,491",397,13151
"Sumner County, Tennessee","73,517",396,47165
"Tarrant County, Texas","73,545",395,48439
"Lancaster County, Pennsylvania","73,688",394,42071
"Converse County, Wyoming","73,698",393,56009
"Iowa County, Wisconsin","73,716",392,55049
"Grafton County, New Hampshire","73,755",391,33009
"Columbia County, Wisconsin","73,786",390,55021
"Albany County, New York","73,810",389,36001
"Greene County, Virginia","73,844",388,51079
"York County, Maine","73,856",387,23031
"Seward County, Nebraska","73,892",386,31159
"Columbia County, Oregon","73,909",385,41009
"McClain County, Oklahoma","73,914",384,40087
"Shelby County, Kentucky","73,974",383,21211
"Clay County, Florida","74,059",382,12019
"Boone County, Illinois","74,076",381,17007
"Deschutes County, Oregon","74,082",380,41017
"Beaufort County, South Carolina","74,199",379,45013
"Plymouth County, Iowa","74,239",378,19149
"Bristol County, Massachusetts","74,290",377,25005
"Washoe County, Nevada","74,292",376,32031
"Nicollet County, Minnesota","74,317",375,27103
"Weber County, Utah","74,345",374,49057
"Grundy County, Iowa","74,552",373,19075
"Beaver County, Utah","74,569",372,49001
"King William County, Virginia","74,592",371,51101
"Nevada County, California","74,617",370,06057
"Roanoke County, Virginia","74,622",369,51161
"Madison County, Mississippi","74,688",368,28089
"Juab County, Utah","74,741",367,49023
"Logan County, Oklahoma","74,744",366,40083
"Calhoun County, Illinois","74,792",365,17013
"Lincoln County, Wyoming","74,835",364,56023
"Lee County, Georgia","74,935",363,13177
"San Joaquin County, California","74,962",362,06077
"Skagway Municipality, Alaska","75,000",361,02230
"Belknap County, New Hampshire","75,035",360,33001
"New Haven County, Connecticut","75,043",359,09009
"La Plata County, Colorado","75,089",358,08067
"Uinta County, Wyoming","75,106",357,56041
"Ada County, Idaho","75,115",356,16001
"Hanson County, South Dakota","75,132",355,46061
"Morton County, North Dakota","75,177",354,38059
"Kaufman County, Texas","75,187",353,48257
"Skagit County, Washington","75,308",352,53057
"Wise County, Texas","75,482",351,48497
"Camden County, New Jersey","75,485",350,34007
"Collier County, Florida","75,543",349,12021
"Skamania County, Washington","75,565",348,53059
"Clay County, Missouri","75,596",347,29047
"LaGrange County, Indiana","75,624",346,18087
"Island County, Washington","75,628",345,53029
"Douglas County, Nevada","75,688",344,32005
"Cabarrus County, North Carolina","75,765",343,37025
"Teton County, Idaho","75,837",342,16081
"Hood County, Texas","75,851",341,48221
"Gwinnett County, Georgia","75,853",340,13135
"Queens County, New York","75,886",339,36081
"Greene County, Ohio","75,901",338,39057
"El Paso County, Colorado","75,909",337,08041
"Burleigh County, North Dakota","76,043",336,38015
"Riverside County, California","76,066",335,06065
"Pottawatomie County, Kansas","76,089",334,20149
"Pike County, Georgia","76,152",333,13231
"Clinton County, Michigan","76,161",332,26037
"Gallatin County, Montana","76,208",331,30031
"Cape May County, New Jersey","76,237",330,34009
"Multnomah County, Oregon","76,290",329,41051
"Clear Creek County, Colorado","76,313",328,08019
"Henrico County, Virginia","76,345",327,51087
"Los Angeles County, California","76,367",326,06037
"Stanley County, South Dakota","76,402",325,46117
"Sacramento County, California","76,422",324,06067
"Bowman County, North Dakota","76,447",323,38011
"Saunders County, Nebraska","76,485",322,31155
"Woodford County, Illinois","76,486",321,17203
"Mountrail County, North Dakota","76,520",320,38061
"Caroline County, Virginia","76,528",319,51033
"Strafford County, New Hampshire","76,560",318,33017
"Benton County, Washington","76,612",317,53005
"Lincoln County, Missouri","76,622",316,29113
"Ocean County, New Jersey","76,644",315,34029
"Sweetwater County, Wyoming","76,668",314,56037
"Rensselaer County, New York","76,731",313,36083
"Porter County, Indiana","76,736",312,18127
"Davis County, Iowa","76,755",311,19051
"Bremer County, Iowa","76,782",310,19017
"Carson County, Texas","76,786",309,48065
"Chatham County, North Carolina","76,791",308,37037
"Benton County, Arkansas","76,887",307,05007
"Cass County, Missouri","76,924",306,29037
"Hampshire County, Massachusetts","76,959",305,25015
"Canadian County, Oklahoma","76,973",304,40017
"Cumberland County, Pennsylvania","77,001",303,42041
"Butler County, Pennsylvania","77,065",302,42019
"Northampton County, Pennsylvania","77,103",301,42095
"Garfield County, Colorado","77,212",300,08045
"Fairfield County, Ohio","77,241",299,39045
"Santa Rosa County, Florida","77,260",298,12113
"Ottawa County, Michigan","77,288",297,26139
"Dukes County, Massachusetts","77,392",296,25007
"Nassau County, Florida","77,504",295,12089
"Piatt County, Illinois","77,559",294,17147
"Dawson County, Georgia","77,630",293,13085
"Fulton County, Georgia","77,635",292,13121
"Hughes County, South Dakota","77,725",291,46065
"Gloucester County, Virginia","77,733",290,51073
"Park County, Colorado","77,775",289,08093
"Hood River County, Oregon","77,815",288,41027
"Ketchikan Gateway Borough, Alaska","77,820",287,02130
"Mills County, Iowa","77,926",286,19129
"Johnson County, Indiana","77,977",285,18081
"Addison County, Vermont","77,978",284,50001
"Denver County, Colorado","78,177",283,08031
"Sioux County, Iowa","78,179",282,19167
"Cass County, Nebraska","78,251",281,31025
"Adams County, Colorado","78,304",280,08001
"Fairbanks North Star, Alaska","78,321",279,02090
"Bastrop County, Texas","78,339",278,48021
"Pierce County, Wisconsin","78,341",277,55093
"Passaic County, New Jersey","78,386",275,34031
"Yolo County, California","78,386",275,06113
"New Castle County, Delaware","78,428",274,10003
"McKenzie County, North Dakota","78,442",273,38053
"Dane County, Wisconsin","78,452",272,55025
"Calumet County, Wisconsin","78,453",271,55015
"Trego County, Kansas","78,529",270,20195
"Mercer County, North Dakota","78,547",269,38057
"Isanti County, Minnesota","78,687",268,27059
"Denali, Alaska","78,750",267,02068
"Prince George County, Virginia","78,895",266,51149
"New London County, Connecticut","79,040",265,09011
"Hancock County, Indiana","79,126",264,18059
"Washtenaw County, Michigan","79,198",263,26161
"Orange County, North Carolina","79,205",262,37135
"Miami County, Kansas","79,211",260,20121
"Orange County, Virginia","79,211",260,51137
"Matanuska-Susitna Borough, Alaska","79,300",259,02170
"Madison County, Iowa","79,306",258,19121
"Galveston County, Texas","79,328",257,48167
"Talbot County, Maryland","79,349",256,24041
"Currituck County, North Carolina","79,416",255,37053
"Kalawao County, Hawaii","79,583",254,15005
"Menard County, Illinois","79,743",253,17129
"Hudson County, New Jersey","79,795",252,34017
"Kent County, Rhode Island","79,880",251,44003
"Guadalupe County, Texas","80,047",250,48187
"Williams County, North Dakota","80,142",249,38105
"Paulding County, Georgia","80,234",248,13223
"Union County, South Dakota","80,238",247,46127
"Suffolk County, Massachusetts","80,260",246,25025
"Hartford County, Connecticut","80,320",245,09003
"Delaware County, Pennsylvania","80,398",244,42045
"Le Sueur County, Minnesota","80,425",243,27079
"Andrews County, Texas","80,518",242,48003
"Larimer County, Colorado","80,664",241,08069
"Cumberland County, Maine","80,679",240,23005
"Weld County, Colorado","80,843",239,08123
"Leavenworth County, Kansas","80,853",238,20103
"Bryan County, Georgia","81,032",237,13029
"Steele County, North Dakota","81,354",236,38091
"Thurston County, Washington","81,501",235,53067
"Bristol Bay Borough, Alaska","81,563",234,02060
"Worcester County, Massachusetts","81,660",233,25027
"Grundy County, Illinois","81,764",232,17063
"Virginia Beach City, Virginia","81,810",231,51810
"Cecil County, Maryland","81,817",230,24015
"Baltimore County, Maryland","81,846",229,24005
"Suffolk City, Virginia","81,883",228,51800
"Chittenden County, Vermont","81,957",227,50007
"Monterey County, California","82,013",226,06053
"Sitka Borough, Alaska","82,083",225,02220
"Salt Lake County, Utah","82,206",224,49035
"Wilson County, Tennessee","82,224",223,47189
"Harris County, Georgia","82,244",222,13145
"Sublette County, Wyoming","82,342",221,56035
"Merrimack County, New Hampshire","82,457",220,33013
"Elko County, Nevada","82,462",219,32007
"San Luis Obispo County, California","82,514",218,06079
"Pierce County, Washington","82,574",217,53053
"Shelby County, Alabama","82,592",216,01117
"Barnstable County, Massachusetts","82,619",215,25001
"Clark County, Washington","82,719",214,53011
"Utah County, Utah","82,893",213,49049
"Medina County, Ohio","82,894",212,39103
"Fluvanna County, Virginia","82,983",211,51065
"Golden Valley County, North Dakota","83,295",210,38033
"Divide County, North Dakota","83,438",209,38023
"Coweta County, Georgia","83,486",208,13077
"Washington County, Nebraska","83,491",207,31177
"Routt County, Colorado","83,725",206,08107
"Fallon County, Montana","83,750",205,30025
"Kodiak Island Borough, Alaska","83,765",204,02150
"Valdez-Cordova Census Area, Alaska","83,929",203,02261
"North Slope Borough, Alaska","83,992",202,02185
"Wilson County, Texas","84,042",201,48493
"Frederick County, Virginia","84,317",200,51069
"Santa Barbara County, California","84,356",199,06083
"Dunn County, North Dakota","84,459",198,38025
"Dodge County, Minnesota","84,568",197,27039
"Kitsap County, Washington","84,600",196,53035
"Olmsted County, Minnesota","84,656",195,27109
"Isle of Wight County, Virginia","84,673",194,51093
"Litchfield County, Connecticut","84,797",193,09005
"Arapahoe County, Colorado","84,947",192,08005
"Platte County, Missouri","85,031",191,29165
"Travis County, Texas","85,043",190,48453
"Grand Isle County, Vermont","85,154",189,50013
"Warren County, New Jersey","85,163",188,34041
"Warren County, Iowa","85,189",187,19181
"Ellis County, Texas","85,272",186,48139
"Culpeper County, Virginia","85,274",185,51047
"Glasscock County, Texas","85,417",184,48173
"Hennepin County, Minnesota","85,438",183,27053
"Chesapeake City, Virginia","85,563",182,51550
"Washington County, Wisconsin","85,574",181,55131
"Warrick County, Indiana","85,613",180,18173
"Orange County, New York","85,640",179,36071
"Mercer County, New Jersey","85,687",178,34021
"Comal County, Texas","85,912",177,48091
"Columbia County, Georgia","85,928",176,13073
"Cobb County, Georgia","86,013",175,13067
"Ascension Parish, Louisiana","86,256",174,22005
"Oakland County, Michigan","86,275",173,26125
"Kauai County, Hawaii","86,287",172,15007
"Clarke County, Virginia","86,633",171,51043
"Essex County, Massachusetts","86,684",170,25009
"Jefferson County, West Virginia","86,711",169,54037
"Ozaukee County, Wisconsin","86,915",168,55089
"Hillsborough County, New Hampshire","86,930",167,33011
"Boone County, Kentucky","87,034",166,21015
"Dutchess County, New York","87,112",165,36027
"Union County, New Jersey","87,369",164,34039
"Campbell County, Wyoming","87,547",163,56005
"Tooele County, Utah","87,557",162,49045
"Lincoln County, South Dakota","87,560",161,46083
"Brazoria County, Texas","87,958",160,48039
"Hendricks County, Indiana","87,961",159,18063
"Midland County, Texas","88,210",158,48329
"San Diego County, California","88,240",157,06073
"Maui County, Hawaii","88,249",156,15009
"Chesterfield County, Virginia","88,315",155,51041
"Sarpy County, Nebraska","88,408",154,31153
"Union County, North Carolina","88,465",153,37179
"Wake County, North Carolina","88,471",152,37183
"Clackamas County, Oregon","88,517",151,41005
"Tolland County, Connecticut","88,525",150,09013
"Parker County, Texas","88,535",149,48367
"Montgomery County, Texas","88,597",148,48339
"Anoka County, Minnesota","88,680",147,27003
"El Dorado County, California","88,770",146,06017
"St. Johns County, Florida","88,794",145,12109
"Anchorage Borough, Alaska","88,871",144,02020
"Livingston County, Michigan","88,908",143,26093
"Kane County, Illinois","88,935",142,17089
"Somervell County, Texas","89,253",141,48425
"Richmond County, New York","89,427",140,36085
"Solano County, California","89,648",139,06095
"Juneau Borough, Alaska","90,126",138,02110
"Geauga County, Ohio","90,285",137,39055
"Rappahannock County, Virginia","90,307",136,51157
"Newport County, Rhode Island","90,435",135,44005
"Manassas Park City, Virginia","90,544",134,51685
"Albemarle County, Virginia","90,568",133,51003
"Cherokee County, Georgia","90,681",132,13057
"Aleutians West Census Area, Alaska","90,708",131,02016
"Saratoga County, New York","90,800",130,36091
"Middlesex County, Connecticut","90,833",129,09007
"Chisago County, Minnesota","90,870",128,27025
"Prince Georges County, Maryland","91,124",127,24033
"St. Croix County, Wisconsin","91,320",126,55109
"Eagle County, Colorado","91,338",125,08037
"Sonoma County, California","91,607",124,06097
"St. Charles County, Missouri","91,792",123,29183
"Washington County, Rhode Island","92,001",122,44009
"Washington County, Oregon","92,025",121,41067
"Sherburne County, Minnesota","92,374",120,27141
"Boulder County, Colorado","92,466",119,08013
"Lander County, Nevada","92,543",118,32015
"Honolulu County, Hawaii","92,600",117,15003
"Pitkin County, Colorado","92,708",116,08097
"Davis County, Utah","92,765",115,49011
"Monroe County, Illinois","92,950",114,17133
"Spencer County, Kentucky","92,973",113,21215
"Gloucester County, New Jersey","93,208",112,34015
"Dallas County, Iowa","93,492",111,19049
"Summit County, Colorado","93,505",110,08117
District of Columbia,"93,547",109,11001
"Chambers County, Texas","93,707",108,48071
"McHenry County, Illinois","93,801",107,17111
"Dakota County, Minnesota","93,892",106,27037
"Jefferson County, Colorado","93,933",105,08059
"New York County, New York","93,956",104,36061
"Wasatch County, Utah","94,044",103,49051
"Ventura County, California","94,150",102,06111
"Wright County, Minnesota","94,276",101,27171
"Waukesha County, Wisconsin","94,310",100,55133
"Teton County, Wyoming","94,498",99,56039
"Williamson County, Texas","94,705",98,48491
"Boone County, Indiana","94,843",97,18011
"James City County, Virginia","94,907",96,51095
"Bristol County, Rhode Island","95,102",95,44001
"San Benito County, California","95,606",94,06069
"Snohomish County, Washington","95,618",93,53061
"Warren County, Ohio","95,709",92,39165
"Will County, Illinois","95,751",91,17197
"Burlington County, New Jersey","95,935",90,34005
"Alpine County, California","96,000",89,06003
"Johnson County, Kansas","96,059",88,20091
